900;0.0843
910;0.0865
920;0.0885
930;0.0906
940;0.0925
950;0.0945
960;0.0963
970;0.0984
980;0.1020
990;0.1139
1000;0.1535
1010;0.2537
1020;0.4289
1030;0.6206
1040;0.7073
1050;0.6223
1060;0.4325
1070;0.2589
1080;0.1605
1090;0.1226
1100;0.1123
1110;0.1102
1120;0.1097
1130;0.1093
1140;0.1088
1150;0.1081
1160;0.1072
1170;0.1063
1180;0.1052
1190;0.1040
1200;0.1026
1210;0.1011
1220;0.0996
1230;0.0979
1240;0.0961
1250;0.0943
1260;0.0924
1270;0.0904
1280;0.0883
1290;0.0863
1300;0.0842
1310;0.0820
1320;0.0799
1330;0.0777
1340;0.0756
1350;0.0735
1360;0.0714
1370;0.0694
1380;0.0674
1390;0.0655
1400;0.0637
1410;0.0619
1420;0.0603
1430;0.0587
1440;0.0572
1450;0.0559
1460;0.0547
1470;0.0536
1480;0.0527
1490;0.0518
1500;0.0512
1510;0.0507
1520;0.0503
1530;0.0501
1540;0.0500
1550;0.0501
1560;0.0503
1570;0.0507
1580;0.0513
1590;0.0519
1600;0.0528
1610;0.0537
1620;0.0549
1630;0.0566
1640;0.0603
1650;0.0710
1660;0.1022
1670;0.1794
1680;0.3319
1690;0.5639
1700;0.8206
1710;0.9954
1720;0.9975
1730;0.8267
1740;0.5740
1750;0.3460
1760;0.1974
1770;0.1240
1780;0.0965
1790;0.0894
1800;0.0891
1810;0.0907
1820;0.0926
1830;0.0945
1840;0.0964
1850;0.0981
1860;0.0998
1870;0.1013
1880;0.1028
1890;0.1041
1900;0.1053
1910;0.1064
1920;0.1074
1930;0.1082
1940;0.1088
1950;0.1093
1960;0.1097
1970;0.1099
1980;0.1100
1990;0.1099
2000;0.1097
2010;0.1093
2020;0.1087
2030;0.1080
2040;0.1072
2050;0.1062
2060;0.1051
2070;0.1039
2080;0.1026
2090;0.1011
2100;0.0995
2110;0.0978
2120;0.0961
2130;0.0942
2140;0.0923
2150;0.0903
2160;0.0883
2170;0.0862
2180;0.0841
2190;0.0820
2200;0.0798
2210;0.0777
2220;0.0755
2230;0.0734
2240;0.0714
2250;0.0693
2260;0.0674
2270;0.0655
2280;0.0636
2290;0.0619
2300;0.0602
2310;0.0586
2320;0.0572
2330;0.0559
2340;0.0547
2350;0.0536
2360;0.0526
2370;0.0518
2380;0.0512
2390;0.0506
2400;0.0503
2410;0.0501
2420;0.0500
2430;0.0501
2440;0.0503
2450;0.0507
2460;0.0513
2470;0.0520
2480;0.0528
2490;0.0538
2500;0.0549
2510;0.0561
2520;0.0575
2530;0.0589
2540;0.0605
2550;0.0622
2560;0.0640
2570;0.0658
2580;0.0677
2590;0.0697
2600;0.0718
2610;0.0738
2620;0.0760
2630;0.0781
2640;0.0802
2650;0.0824
2660;0.0845
2670;0.0866
2680;0.0887
2690;0.0907
2700;0.0927
2710;0.0946
2720;0.0964
2730;0.0982
2740;0.0998
2750;0.1014
2760;0.1028
2770;0.1042
2780;0.1054
2790;0.1064
2800;0.1074
2810;0.1082
2820;0.1089
2830;0.1094
2840;0.1097
2850;0.1099
2860;0.1100
2870;0.1099
2880;0.1097
2890;0.1093
2900;0.1087
2910;0.1080
2920;0.1072
2930;0.1062
2940;0.1051
2950;0.1039
2960;0.1025
2970;0.1010
2980;0.0995
2990;0.0978
3000;0.0960
3010;0.0941
3020;0.0922
3030;0.0902
3040;0.0882
3050;0.0862
3060;0.0842
3070;0.0826
3080;0.0818
3090;0.0828
3100;0.0876
3110;0.0998
3120;0.1241
3130;0.1667
3140;0.2329
3150;0.3249
3160;0.4383
3170;0.5605
3180;0.6717
3190;0.7498
3200;0.7771
3210;0.7470
3220;0.6662
3230;0.5522
3240;0.4273
3250;0.3113
3260;0.2168
3270;0.1481
3280;0.1031
3290;0.0765
3300;0.0622
3310;0.0553
3320;0.0524
3330;0.0515
3340;0.0515
3350;0.0521
3360;0.0529
3370;0.0538
3380;0.0549
3390;0.0562
3400;0.0575
3410;0.0590
3420;0.0606
3430;0.0623
3440;0.0640
3450;0.0659
3460;0.0678
3470;0.0698
3480;0.0718
3490;0.0739
3500;0.0760
3510;0.0782
3520;0.0803
3530;0.0824
3540;0.0846
3550;0.0867
3560;0.0887
3570;0.0908
3580;0.0927
3590;0.0946
3600;0.0965
